department_name,department_url,department_course_num,department_course_name,department_course_credit_type,department_course_url
American Ethnic Studies (AES),https://www.washington.edu/students/timeschd/WIN2021/aes.html,AES 499,IND STDY & RESEARCH,,https://www.washington.edu/students/crscat/aes.html#aes499
Asian-American Studies (AAS),https://www.washington.edu/students/timeschd/WIN2021/asamst.html,AAS 206,CNTMPRY ISS AS/PI AM,"I&S,DIV",https://www.washington.edu/students/crscat/asamst.html#aas206
Asian-American Studies (AAS),https://www.washington.edu/students/timeschd/WIN2021/asamst.html,AAS 350,CRIT CHIN-AMER HIST,"I&S,DIV",https://www.washington.edu/students/crscat/asamst.html#aas350
Asian-American Studies (AAS),https://www.washington.edu/students/timeschd/WIN2021/asamst.html,AAS 372,INTRNMT CMPS N AMER,"I&S,DIV",https://www.washington.edu/students/crscat/asamst.html#aas372
Asian-American Studies (AAS),https://www.washington.edu/students/timeschd/WIN2021/asamst.html,AAS 401,ASIA AM LIT TO 1940,"VLPA,DIV",https://www.washington.edu/students/crscat/asamst.html#aas401
Asian-American Studies (AAS),https://www.washington.edu/students/timeschd/WIN2021/asamst.html,AAS 402,CONTEMP ASIA AM LIT,"VLPA,DIV",https://www.washington.edu/students/crscat/asamst.html#aas402
Asian-American Studies (AAS),https://www.washington.edu/students/timeschd/WIN2021/asamst.html,AAS 499,UNDERGRAD IND STDY,,https://www.washington.edu/students/crscat/asamst.html#aas499
Chicano Studies (CHSTU),https://www.washington.edu/students/timeschd/WIN2021/chist.html,CHSTU 101,CHICANO/MEX EXPNCE,"I&S,DIV",https://www.washington.edu/students/crscat/chist.html#chstu101
Chicano Studies (CHSTU),https://www.washington.edu/students/timeschd/WIN2021/chist.html,CHSTU 256,CHICANA ISSUES,I&S,https://www.washington.edu/students/crscat/chist.html#chstu256
Chicano Studies (CHSTU),https://www.washington.edu/students/timeschd/WIN2021/chist.html,CHSTU 320,FOOD SOVEREIGNTY,I&S,https://www.washington.edu/students/crscat/chist.html#chstu320
Chicano Studies (CHSTU),https://www.washington.edu/students/timeschd/WIN2021/chist.html,CHSTU 332,CHICANO FILM,"VLPA/I&S,DIV",https://www.washington.edu/students/crscat/chist.html#chstu332
Chicano Studies (CHSTU),https://www.washington.edu/students/timeschd/WIN2021/chist.html,CHSTU 466,CHIC LIT FICTION,VLPA,https://www.washington.edu/students/crscat/chist.html#chstu466
Chicano Studies (CHSTU),https://www.washington.edu/students/timeschd/WIN2021/chist.html,CHSTU 499,IND STUDY & RESEARCH,,https://www.washington.edu/students/crscat/chist.html#chstu499
Swahili (SWA),https://www.washington.edu/students/timeschd/WIN2021/swa.html,SWA 102,BASIC SWAHILI,,https://www.washington.edu/students/crscat/swa.html#swa102
Swahili (SWA),https://www.washington.edu/students/timeschd/WIN2021/swa.html,SWA 202,INTERMED SWAHILI,VLPA,https://www.washington.edu/students/crscat/swa.html#swa202
Tagalog (TAGLG),https://www.washington.edu/students/timeschd/WIN2021/taglg.html,TAGLG 102,BASIC TAGALOG,,https://www.washington.edu/students/crscat/taglg.html#taglg102
Tagalog (TAGLG),https://www.washington.edu/students/timeschd/WIN2021/taglg.html,TAGLG 202,INTERMEDIATE TAGALOG,VLPA,https://www.washington.edu/students/crscat/taglg.html#taglg202
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 103,INDIGENOUS PAC NW,"I&S,DIV",https://www.washington.edu/students/crscat/ais.html#ais103
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 308,AMER INDIAN & ENVIRO,"I&S,DIV",https://www.washington.edu/students/crscat/ais.html#ais308
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 314,AM IND LANG-SALISH,,https://www.washington.edu/students/crscat/ais.html#ais314
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 365,NATIVE NATION GOVERN,"I&S,DIV",https://www.washington.edu/students/crscat/ais.html#ais365
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 375,TPCS INDGENOUS STDY,I&S,https://www.washington.edu/students/crscat/ais.html#ais375
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 377,CONTEMP AM IND LIT,"VLPA,DIV",https://www.washington.edu/students/crscat/ais.html#ais377
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 379,POWWOW-TRAD & INNOV,"VLPA/I&S,DIV",https://www.washington.edu/students/crscat/ais.html#ais379
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 497,INTERNSHIP,,https://www.washington.edu/students/crscat/ais.html#ais497
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 499,INDEPENDENT STUDY,VLPA/I&S,https://www.washington.edu/students/crscat/ais.html#ais499
American Indian Studies (AIS),https://www.washington.edu/students/timeschd/WIN2021/ais.html,AIS 590,SPECIAL TOPICS,,https://www.washington.edu/students/crscat/ais.html#ais590
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 204,READING ETHNOGRAPHY,I&S,https://www.washington.edu/students/crscat/anthro.html#anth204
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 215,MED ANTH/ GLBL HLTH,"I&S,DIV",https://www.washington.edu/students/crscat/anthro.html#anth215
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 311,CLTR POL DIET &NUTR,I&S,https://www.washington.edu/students/crscat/anthro.html#anth311
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 345,WOMEN INTL ECON DEV,"I&S,DIV",https://www.washington.edu/students/crscat/anthro.html#anth345
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 369,SPEC PROB IN ANTH,I&S,https://www.washington.edu/students/crscat/anthro.html#anth369
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 376,ANTH OF DISABILITY,"I&S,DIV",https://www.washington.edu/students/crscat/anthro.html#anth376
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 377,ANTH & INTRNTL HLTH,I&S,https://www.washington.edu/students/crscat/anthro.html#anth377
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 408,EXPERIMENT SEA,I&S,https://www.washington.edu/students/crscat/anthro.html#anth408
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 417,HANFORD HLTH DISPAR,"I&S,DIV",https://www.washington.edu/students/crscat/anthro.html#anth417
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 425,ANTH POST-SOVIET,I&S,https://www.washington.edu/students/crscat/anthro.html#anth425
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 453,FEMALE CIRCUMCISION,I&S,https://www.washington.edu/students/crscat/anthro.html#anth453
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 464,LANGUAGE POLITICS,VLPA/I&S,https://www.washington.edu/students/crscat/anthro.html#anth464
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 466,ANTH HONORS THESIS,I&S,https://www.washington.edu/students/crscat/anthro.html#anth466
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 477,MEDICINE IN AMERICA,I&S,https://www.washington.edu/students/crscat/anthro.html#anth477
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 479,ADV TOPICS MED ANTH,,https://www.washington.edu/students/crscat/anthro.html#anth479
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 489,ANTH PRACTICUM,,https://www.washington.edu/students/crscat/anthro.html#anth489
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 494,Fem Performance Ethn,VLPA/I&S,https://www.washington.edu/students/crscat/anthro.html#anth494
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/anthro.html#anth499
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 566,THEORY SC ANTH,,https://www.washington.edu/students/crscat/anthro.html#anth566
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 569,SPEC TOPICS SC ANTH,,https://www.washington.edu/students/crscat/anthro.html#anth569
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/anthro.html#anth600
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 700,MASTERS THESIS,,https://www.washington.edu/students/crscat/anthro.html#anth700
Anthropology (ANTH),https://www.washington.edu/students/timeschd/WIN2021/anthro.html,ANTH 800,DOCTORAL DISSERTATN,,https://www.washington.edu/students/crscat/anthro.html#anth800
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 205,PRINCIPLES OF ARCHY,I&S,https://www.washington.edu/students/crscat/archeo.html#archy205
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 208,INTRO ARCHY DATA SCI,NW,https://www.washington.edu/students/crscat/archeo.html#archy208
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 325,PACIFIC ARCHY,I&S,https://www.washington.edu/students/crscat/archeo.html#archy325
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 369,SPEC PROB ARCHY,I&S,https://www.washington.edu/students/crscat/archeo.html#archy369
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 466,ARCHY HONORS THESIS,I&S,https://www.washington.edu/students/crscat/archeo.html#archy466
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 489,ARCHY PRACTICUM,I&S,https://www.washington.edu/students/crscat/archeo.html#archy489
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 490,MUS CURAT PRACTICUM,,https://www.washington.edu/students/crscat/archeo.html#archy490
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/archeo.html#archy499
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 512,LOOTING AND LOSS,,https://www.washington.edu/students/crscat/archeo.html#archy512
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 525,PACIFIC ARCHY,,https://www.washington.edu/students/crscat/archeo.html#archy525
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 570,ARCHY THEORY SEM,,https://www.washington.edu/students/crscat/archeo.html#archy570
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 579,MATERIAL WORLD,,https://www.washington.edu/students/crscat/archeo.html#archy579
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/archeo.html#archy600
Archaeology (ARCHY),https://www.washington.edu/students/timeschd/WIN2021/archeo.html,ARCHY 601,INTERNSHIP,,https://www.washington.edu/students/crscat/archeo.html#archy601
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 201,PRIN BIOLOGCL ANTH,NW,https://www.washington.edu/students/crscat/bioanth.html#bioa201
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 208,SEX & EVOLUTION,I&S/NW,https://www.washington.edu/students/crscat/bioanth.html#bioa208
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 344,BIOMECH HUMAN MOVE,"NW,QSR",https://www.washington.edu/students/crscat/bioanth.html#bioa344
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 348,EVOL BIOL HUMAN DIV,NW,https://www.washington.edu/students/crscat/bioanth.html#bioa348
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 370,NONHUMAN PRIMATES,NW,https://www.washington.edu/students/crscat/bioanth.html#bioa370
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 466,BIO ANTH HONORS THES,NW,https://www.washington.edu/students/crscat/bioanth.html#bioa466
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 483,GENET CLTR DISEASE,NW,https://www.washington.edu/students/crscat/bioanth.html#bioa483
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 484,HUMAN GROWTH & DEV,NW,https://www.washington.edu/students/crscat/bioanth.html#bioa484
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 499,UNDERGRAD RESEARCH,,https://www.washington.edu/students/crscat/bioanth.html#bioa499
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 544,BIOMECH HUMAN MOVE,,https://www.washington.edu/students/crscat/bioanth.html#bioa544
Biological Anthropology (BIO A),https://www.washington.edu/students/timeschd/WIN2021/bioanth.html,BIO A 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/bioanth.html#bioa600
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 301,BEG SCI COMPUTING,NW,https://www.washington.edu/students/crscat/appmath.html#amath301
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 342,NEURAL CODE COMPUTE,,https://www.washington.edu/students/crscat/appmath.html#amath342
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 351,DIFF EQUATIONS,NW,https://www.washington.edu/students/crscat/appmath.html#amath351
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 352,LINR ALG & NUM ANLY,NW,https://www.washington.edu/students/crscat/appmath.html#amath352
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 383,INTRODUCT MODELING,NW,https://www.washington.edu/students/crscat/appmath.html#amath383
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 402,DYNAMCL SYSTS&CHAOS,NW,https://www.washington.edu/students/crscat/appmath.html#amath402
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 423,MATH ANLYS BIO MED,NW,https://www.washington.edu/students/crscat/appmath.html#amath423
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 482,COMP METH DATA ANLY,,https://www.washington.edu/students/crscat/appmath.html#amath482
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 498,SR PROJECT/THESIS,,https://www.washington.edu/students/crscat/appmath.html#amath498
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 499,READING/RESEARCH,,https://www.washington.edu/students/crscat/appmath.html#amath499
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 500,SPEC STDY APPL MATH,,https://www.washington.edu/students/crscat/appmath.html#amath500
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 502,INTRO DYN SYS & CH,,https://www.washington.edu/students/crscat/appmath.html#amath502
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 515,FUNDAMNTL OPTIMIZTN,,https://www.washington.edu/students/crscat/appmath.html#amath515
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 523,MATH ANLYS BIO &MED,,https://www.washington.edu/students/crscat/appmath.html#amath523
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 562,ADV STOCH PROCESSES,,https://www.washington.edu/students/crscat/appmath.html#amath562
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 568,ADV METHODS ODE,,https://www.washington.edu/students/crscat/appmath.html#amath568
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 582,COMP METH DATA ANLY,,https://www.washington.edu/students/crscat/appmath.html#amath582
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 585,BOUNDARY VALUE PROBS,,https://www.washington.edu/students/crscat/appmath.html#amath585
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 600,INDEPNDNT RSCH/STDY,,https://www.washington.edu/students/crscat/appmath.html#amath600
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 601,INTERNSHIP,,https://www.washington.edu/students/crscat/appmath.html#amath601
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 700,MASTERS THESIS,,https://www.washington.edu/students/crscat/appmath.html#amath700
Applied Mathematics (AMATH),https://www.washington.edu/students/timeschd/WIN2021/appmath.html,AMATH 800,DOCTORAL DISSERTATN,,https://www.washington.edu/students/crscat/appmath.html#amath800
Computational Finance and Risk Management (CFRM),https://www.washington.edu/students/timeschd/WIN2021/cfrm.html,CFRM 410,COMP FIN PROB STATS,,https://www.washington.edu/students/crscat/cfrm.html#cfrm410
Computational Finance and Risk Management (CFRM),https://www.washington.edu/students/timeschd/WIN2021/cfrm.html,CFRM 425,R PROG FOR QUANTFIN,,https://www.washington.edu/students/crscat/cfrm.html#cfrm425
Computational Finance and Risk Management (CFRM),https://www.washington.edu/students/timeschd/WIN2021/cfrm.html,CFRM 430,FIXED INCOME,NW,https://www.washington.edu/students/crscat/cfrm.html#cfrm430
Computational Finance and Risk Management (CFRM),https://www.washington.edu/students/timeschd/WIN2021/cfrm.html,CFRM 502,FIN DATA SCIENCE,,https://www.washington.edu/students/crscat/cfrm.html#cfrm502
Computational Finance and Risk Management (CFRM),https://www.washington.edu/students/timeschd/WIN2021/cfrm.html,CFRM 505,MONTECARLO MTHD FIN,,https://www.washington.edu/students/crscat/cfrm.html#cfrm505
Computational Finance and Risk Management (CFRM),https://www.washington.edu/students/timeschd/WIN2021/cfrm.html,CFRM 520,C++,,https://www.washington.edu/students/crscat/cfrm.html#cfrm520
Computational Finance and Risk Management (CFRM),https://www.washington.edu/students/timeschd/WIN2021/cfrm.html,CFRM 530,FIXED INCOME,,https://www.washington.edu/students/crscat/cfrm.html#cfrm530
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 131,ART&DESIGN APPROCHS,VLPA,https://www.washington.edu/students/crscat/art.html#art131
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 140,BASIC PHOTO,VLPA,https://www.washington.edu/students/crscat/art.html#art140
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 190,INTRO TO DRAWING,VLPA,https://www.washington.edu/students/crscat/art.html#art190
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 200,ARTIST MINDSET,VLPA,https://www.washington.edu/students/crscat/art.html#art200
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 233,INTRO 3D4M GLASS,VLPA,https://www.washington.edu/students/crscat/art.html#art233
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 240,INT PHOTOMEDIA I,VLPA,https://www.washington.edu/students/crscat/art.html#art240
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 246,WORKS ON PAPER,VLPA,https://www.washington.edu/students/crscat/art.html#art246
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 253,INTRO TO CERAMICS,VLPA,https://www.washington.edu/students/crscat/art.html#art253
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 272,INTRO 3D4M SCULPT,VLPA,https://www.washington.edu/students/crscat/art.html#art272
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 290,BEG DRAWING FIGURE,VLPA,https://www.washington.edu/students/crscat/art.html#art290
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 292,BEGINNING PAINTING,VLPA,https://www.washington.edu/students/crscat/art.html#art292
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 302,RESEARCH/EXHIBITION,VLPA,https://www.washington.edu/students/crscat/art.html#art302
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 333,NEW MATERIALS GLASS,VLPA,https://www.washington.edu/students/crscat/art.html#art333
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 350,PRINTMKG SPEC PROJ,VLPA,https://www.washington.edu/students/crscat/art.html#art350
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 353,INTERM CERAMIC ART,VLPA,https://www.washington.edu/students/crscat/art.html#art353
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 360,TOPICS STUDIO ART,VLPA,https://www.washington.edu/students/crscat/art.html#art360
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 361,ISSUES CONTEMP ART,VLPA,https://www.washington.edu/students/crscat/art.html#art361
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 372,INTM APPR TO SCULPT,VLPA,https://www.washington.edu/students/crscat/art.html#art372
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 390,INTERMED DRAWING,VLPA,https://www.washington.edu/students/crscat/art.html#art390
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 392,INTERMED PAINTING,VLPA,https://www.washington.edu/students/crscat/art.html#art392
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 393,INTRMED PAINT TOPICS,VLPA,https://www.washington.edu/students/crscat/art.html#art393
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 400,IVA SENIOR STUDIO,VLPA,https://www.washington.edu/students/crscat/art.html#art400
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 440,SENIOR PHOTOMEDIA,VLPA,https://www.washington.edu/students/crscat/art.html#art440
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,10473,ART,,https://www.washington.edu/students/maps/map.cgi?ART
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 453,3D FORUM SNR STUDIO,,https://www.washington.edu/students/crscat/art.html#art453
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,10475,CMA,,https://www.washington.edu/students/maps/map.cgi?CMA
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 457,ART HANDMADE BOOKS,VLPA,https://www.washington.edu/students/crscat/art.html#art457
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 458,ALT APPROACHES DRAW,VLPA,https://www.washington.edu/students/crscat/art.html#art458
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 490,ADV DRAWING,VLPA,https://www.washington.edu/students/crscat/art.html#art490
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 492,ADV PAINT/THE FIGURE,VLPA,https://www.washington.edu/students/crscat/art.html#art492
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 494,SR SEM PAINT-DRAW,VLPA,https://www.washington.edu/students/crscat/art.html#art494
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,10480,ART,,https://www.washington.edu/students/maps/map.cgi?ART
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 496,ART INTERNSHIP,,https://www.washington.edu/students/crscat/art.html#art496
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 498,INDIV PROJ - ART,,https://www.washington.edu/students/crscat/art.html#art498
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 501,GRAD TEACH/MENTOR,,https://www.washington.edu/students/crscat/art.html#art501
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 515,GRAD PHOTOMEDIA,,https://www.washington.edu/students/crscat/art.html#art515
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,10484,ART,,https://www.washington.edu/students/maps/map.cgi?ART
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 553,3D4M GRAD STUDIO,,https://www.washington.edu/students/crscat/art.html#art553
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 555,STUDIO TPC 3D FORUM,,https://www.washington.edu/students/crscat/art.html#art555
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 561,ISSUES CONTEMP ART,,https://www.washington.edu/students/crscat/art.html#art561
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 590,CONTEMP PRACTICES,,https://www.washington.edu/students/crscat/art.html#art590
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,10490,ARC,,https://www.washington.edu/students/maps/map.cgi?ARC
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 592,GRAD STUDIO:PAINT,,https://www.washington.edu/students/crscat/art.html#art592
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 594,GRAD SEM PAINT/DRAW,,https://www.washington.edu/students/crscat/art.html#art594
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 595,MFA RESRCH PROJECT,,https://www.washington.edu/students/crscat/art.html#art595
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 600,INDEPNDNT STDY/RSCH,,https://www.washington.edu/students/crscat/art.html#art600
Art (ART),https://www.washington.edu/students/timeschd/WIN2021/art.html,ART 700,MASTERS THESIS,,https://www.washington.edu/students/crscat/art.html#art700
Art History (ART H),https://www.washington.edu/students/timeschd/WIN2021/arthis.html,ART H 203,SURV WEST ART-MOD,VLPA,https://www.washington.edu/students/crscat/arthis.html#arth203
Art History (ART H),https://www.washington.edu/students/timeschd/WIN2021/arthis.html,ART H 233,NATIVE ART PNW,VLPA/I&S,https://www.washington.edu/students/crscat/arthis.html#arth233
Art History (ART H),https://www.washington.edu/students/timeschd/WIN2021/arthis.html,ART H 270,CONTEMP ART & IDENT,VLPA,https://www.washington.edu/students/crscat/arthis.html#arth270
Art History (ART H),https://www.washington.edu/students/timeschd/WIN2021/arthis.html,ART H 309,TOPICS IN ART HIST,VLPA,https://www.washington.edu/students/crscat/arthis.html#arth309
Art History (ART H),https://www.washington.edu/students/timeschd/WIN2021/arthis.html,ART H 311,ART IMPERIAL CHINA,VLPA/I&S,https://www.washington.edu/students/crscat/arthis.html#arth311
Art History (ART H),https://www.washington.edu/students/timeschd/WIN2021/arthis.html,ART H 342,ROMAN ART & ARCHLGY,VLPA,https://www.washington.edu/students/crscat/arthis.html#arth342
Art History (ART H),https://www.washington.edu/students/timeschd/WIN2021/arthis.html,ART H 361,ITALIAN REN ART,VLPA,https://www.washington.edu/students/crscat/arthis.html#arth361
Art History (ART H),https://www.washington.edu/students/timeschd/WIN2021/arthis.html,ART H 400,ART H AND CRITICISM,VLPA,https://www.washington.edu/students/crscat/arthis.html#arth400
